Country;class;Molecule;marketSize Value 2021;marketSize Value 2020;marketSize Value 2019;marketSize Value 2018;marketSize Value 2017;Evolution Value 2021;Evolution Value 2020;Evolution Value 2019;Evolution Value 2018;CAGR SValue;total MS SValue;marketShare Value;marketSize Volume 2021;marketSize Volume 2020;marketSize Volume 2019;marketSize Volume 2018;marketSize Volume 2017;Evolution Volume 2021;Evolution Volume 2020;Evolution Volume 2019;Evolution Volume 2018;CAGR Volume;total MS SVolume;marketShare Volume;Country;class;marketSize Value 2021;marketSize Value 2020;marketSize Value 2019;marketSize Value 2018;marketSize Value 2017;Evolution Value 2021;Evolution Value 2020;Evolution Value 2019;Evolution Value 2018;CAGR SValue;total MS SValue;marketShare Value;marketSize Volume 2021;marketSize Volume 2020;marketSize Volume 2019;marketSize Volume 2018;marketSize Volume 2017;Evolution Volume 2021;Evolution Volume 2020;Evolution Volume 2019;Evolution Volume 2018;CAGR Volume;total MS SVolume;marketShare Volume;Country;marketSize Value 2021;marketSize Value 2020;marketSize Value 2019;marketSize Value 2018;marketSize Value 2017;Evolution Value 2021;Evolution Value 2020;Evolution Value 2019;Evolution Value 2018;CAGR SValue;marketSize Volume 2021;marketSize Volume 2020;marketSize Volume 2019;marketSize Volume 2018;marketSize Volume 2017;Evolution Volume 2021;Evolution Volume 2020;Evolution Volume 2019;Evolution Volume 2018;CAGR Volume
Russia;SG;DAPA;10728560.0;8789158.0;7283371.0;5804160.0;3563330.0;22.066%;20.674%;25.485%;62.886%;24.663%;36168579.0;50.785%;16067970.0;12781290.0;10644300.0;8587020.0;5132670.0;25.715%;20.076%;23.958%;67.301%;25.639%;53213250.0;54.871%;Russia;SG;23257606.0;18758935.0;14349156.0;9952510.0;4901304.0;23.981%;30.732%;44.176%;103.058%;36.537%;71219511.0;10.897%;31710976.0;24988950.0;19496020.0;13879000.0;6903420.0;26.900%;28.175%;40.471%;101.045%;35.653%;96978366.0;1.032%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SG;IPRA;1007567.0;262478.0;0.0;0.0;0.0;283.867%;0.000%;0.000%;0.000%;0.000%;1270045.0;9.038%;1409460.0;291630.0;0.0;0.0;0.0;383.304%;0.000%;0.000%;0.000%;0.000%;1701090.0;42.075%;Russia;SG;23257606.0;18758935.0;14349156.0;9952510.0;4901304.0;23.981%;30.732%;44.176%;103.058%;36.537%;71219511.0;10.897%;31710976.0;24988950.0;19496020.0;13879000.0;6903420.0;26.900%;28.175%;40.471%;101.045%;35.653%;96978366.0;1.032%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SG;CANA;236323.0;214966.0;274331.0;208847.0;55261.0;9.935%;-21.640%;31.355%;277.928%;33.726%;989728.0;37.582%;226650.0;209250.0;269730.0;213540.0;59400.0;8.315%;-22.422%;26.314%;259.495%;30.712%;978570.0;56.805%;Russia;SG;23257606.0;18758935.0;14349156.0;9952510.0;4901304.0;23.981%;30.732%;44.176%;103.058%;36.537%;71219511.0;10.897%;31710976.0;24988950.0;19496020.0;13879000.0;6903420.0;26.900%;28.175%;40.471%;101.045%;35.653%;96978366.0;1.032%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SG;ERTU;17095.0;0.0;0.0;0.0;0.0;0.000%;0.000%;0.000%;0.000%;0.000%;17095.0;49.838%;22456.0;0.0;0.0;0.0;0.0;0.000%;0.000%;0.000%;0.000%;0.000%;22456.0;54.337%;Russia;SG;23257606.0;18758935.0;14349156.0;9952510.0;4901304.0;23.981%;30.732%;44.176%;103.058%;36.537%;71219511.0;10.897%;31710976.0;24988950.0;19496020.0;13879000.0;6903420.0;26.900%;28.175%;40.471%;101.045%;35.653%;96978366.0;1.032%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;VILD;11053548.0;10376715.0;9026488.0;7472184.0;5454895.0;6.523%;14.958%;20.801%;36.981%;15.171%;43383830.0;46.018%;46147304.0;42111860.0;36886892.0;30874284.0;22952188.0;9.583%;14.165%;19.474%;34.516%;14.991%;178972528.0;42.342%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;SITA;3849588.0;3434168.0;2871618.0;2071569.0;1348519.0;12.097%;19.590%;38.620%;53.618%;23.342%;13575462.0;16.165%;8172780.0;7114156.0;5944372.0;4340532.0;2675792.0;14.881%;19.679%;36.950%;62.215%;25.021%;28247632.0;10.387%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;ALOG;3794728.0;3530408.0;3086676.0;2416534.0;1349815.0;7.487%;14.376%;27.732%;79.027%;22.965%;14178161.0;16.883%;10146892.0;9592184.0;8543388.0;6681948.0;3684240.0;5.783%;12.276%;27.858%;81.366%;22.461%;38648652.0;14.212%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;LINA;2618825.0;2273805.0;1885105.0;1331362.0;763135.0;15.174%;20.620%;41.592%;74.460%;27.968%;8872232.0;4.345%;5282610.0;4570800.0;3831540.0;2736690.0;1571550.0;15.573%;19.294%;40.006%;74.140%;27.440%;17993190.0;2.451%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;SAXA;646848.0;707613.0;690052.0;767026.0;837524.0;-8.587%;2.545%;-10.035%;-8.417%;-5.036%;3649063.0;2.094%;1176540.0;1289460.0;1246680.0;1386420.0;1567410.0;-8.757%;3.432%;-10.079%;-11.547%;-5.575%;6666510.0;1.499%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;GOSO;154521.0;45285.0;0.0;0.0;0.0;241.219%;0.000%;0.000%;0.000%;0.000%;199806.0;11.617%;742476.0;200928.0;0.0;0.0;0.0;269.523%;0.000%;0.000%;0.000%;0.000%;943404.0;4.450%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;X;EVOG;118070.0;1447.0;0.0;0.0;0.0;8059.641%;0.000%;0.000%;0.000%;0.000%;119517.0;48.386%;474712.0;6216.0;0.0;0.0;0.0;7536.937%;0.000%;0.000%;0.000%;0.000%;480928.0;37.152%;Russia;X;22236128.0;20369441.0;17559939.0;14058675.0;9753888.0;9.164%;15.999%;24.905%;44.134%;17.917%;83978071.0;12.849%;72143314.0;64885604.0;56452872.0;46019874.0;32451180.0;11.185%;14.938%;22.671%;41.813%;17.326%;271952844.0;2.894%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SL + B;ME+ GLIB;7280004.0;7475976.0;7441563.0;7687013.0;7788275.0;-2.621%;0.462%;-3.193%;-1.300%;-1.341%;37672831.0;1.783%;104175100.0;107156170.0;112088130.0;119758930.0;119801440.0;-2.782%;-4.400%;-6.405%;-0.035%;-2.757%;562979770.0;1.754%;Russia;SL + B;8441798.0;9022720.0;9049558.0;9258547.0;9126224.0;-6.438%;-0.297%;-2.257%;1.450%;-1.547%;44898847.0;6.870%;110506300.0;115017130.0;120234810.0;127915630.0;127661590.0;-3.922%;-4.340%;-6.005%;0.199%;-2.845%;601335460.0;6.398%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SL + B;ME+ GLIM;1044368.0;1436974.0;1519073.0;1493712.0;1249819.0;-27.322%;-5.405%;1.698%;19.514%;-3.528%;6743946.0;24.882%;4479660.0;6162930.0;6786990.0;7005120.0;6540120.0;-27.313%;-9.195%;-3.114%;7.110%;-7.289%;30974820.0;8.043%;Russia;SL + B;8441798.0;9022720.0;9049558.0;9258547.0;9126224.0;-6.438%;-0.297%;-2.257%;1.450%;-1.547%;44898847.0;6.870%;110506300.0;115017130.0;120234810.0;127915630.0;127661590.0;-3.922%;-4.340%;-6.005%;0.199%;-2.845%;601335460.0;6.398%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SL + B;ME+ GLIC;117426.0;109770.0;88922.0;77822.0;88130.0;6.975%;23.445%;14.263%;-11.696%;5.908%;482070.0;2.304%;1851540.0;1698030.0;1359690.0;1151580.0;1320030.0;9.040%;24.884%;18.072%;-12.761%;7.001%;7380870.0;1.434%;Russia;SL + B;8441798.0;9022720.0;9049558.0;9258547.0;9126224.0;-6.438%;-0.297%;-2.257%;1.450%;-1.547%;44898847.0;6.870%;110506300.0;115017130.0;120234810.0;127915630.0;127661590.0;-3.922%;-4.340%;-6.005%;0.199%;-2.845%;601335460.0;6.398%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GP;DULA;5710868.0;6513117.0;3624218.0;1540472.0;188338.0;-12.317%;79.711%;135.267%;717.929%;97.858%;17577013.0;0.024%;334692.0;268744.0;146284.0;63896.0;7724.0;24.539%;83.714%;128.941%;727.240%;112.501%;821340.0;0.023%;Russia;GP;15559449.0;13238666.0;9091889.0;5731954.0;3148168.0;17.530%;45.610%;58.618%;82.073%;37.654%;46770126.0;7.156%;509273.0;422266.0;274953.0;162027.0;77374.0;20.605%;53.578%;69.696%;109.408%;45.771%;1445893.0;0.015%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GP;SEMA;5006557.0;426916.0;0.0;0.0;0.0;1072.726%;0.000%;0.000%;0.000%;0.000%;5433473.0;100.000%;59830.0;4514.0;0.0;0.0;0.0;1225.432%;0.000%;0.000%;0.000%;0.000%;64344.0;100.000%;Russia;GP;15559449.0;13238666.0;9091889.0;5731954.0;3148168.0;17.530%;45.610%;58.618%;82.073%;37.654%;46770126.0;7.156%;509273.0;422266.0;274953.0;162027.0;77374.0;20.605%;53.578%;69.696%;109.408%;45.771%;1445893.0;0.015%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GP;LIRA;4792176.0;6214999.0;5177272.0;3894122.0;2551428.0;-22.893%;20.044%;32.951%;52.625%;13.436%;22629997.0;51.661%;113902.0;147280.0;122912.0;92798.0;60290.0;-22.663%;19.826%;32.451%;53.919%;13.568%;537182.0;65.810%;Russia;GP;15559449.0;13238666.0;9091889.0;5731954.0;3148168.0;17.530%;45.610%;58.618%;82.073%;37.654%;46770126.0;7.156%;509273.0;422266.0;274953.0;162027.0;77374.0;20.605%;53.578%;69.696%;109.408%;45.771%;1445893.0;0.015%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GP;EXEN;49848.0;83634.0;287281.0;296540.0;360260.0;-40.397%;-70.888%;-3.122%;-17.687%;-32.670%;1077563.0;100.000%;849.0;1728.0;5596.0;5296.0;7260.0;-50.868%;-69.121%;5.665%;-27.052%;-34.898%;20729.0;100.000%;Russia;GP;15559449.0;13238666.0;9091889.0;5731954.0;3148168.0;17.530%;45.610%;58.618%;82.073%;37.654%;46770126.0;7.156%;509273.0;422266.0;274953.0;162027.0;77374.0;20.605%;53.578%;69.696%;109.408%;45.771%;1445893.0;0.015%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GP;LIXI;0.0;0.0;3118.0;820.0;48142.0;0.000%;-100.000%;280.244%;-98.297%;-100.000%;52080.0;83.906%;0.0;0.0;161.0;37.0;2100.0;0.000%;-100.000%;335.135%;-98.238%;-100.000%;2298.0;93.622%;Russia;GP;15559449.0;13238666.0;9091889.0;5731954.0;3148168.0;17.530%;45.610%;58.618%;82.073%;37.654%;46770126.0;7.156%;509273.0;422266.0;274953.0;162027.0;77374.0;20.605%;53.578%;69.696%;109.408%;45.771%;1445893.0;0.015%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SG + B;ME+ EMPA;1260062.0;790090.0;228058.0;0.0;0.0;59.483%;246.443%;0.000%;0.000%;0.000%;2278210.0;0.142%;2833860.0;1753320.0;501540.0;0.0;0.0;61.628%;249.587%;0.000%;0.000%;0.000%;5088720.0;0.177%;Russia;SG + B;2447656.0;1658517.0;465100.0;0.0;0.0;47.581%;256.594%;0.000%;0.000%;0.000%;4571273.0;0.699%;5032590.0;3403830.0;928710.0;0.0;0.0;47.851%;266.512%;0.000%;0.000%;0.000%;9365130.0;0.100%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;SG + B;ME+ DAPA;1187594.0;868427.0;237042.0;0.0;0.0;36.752%;266.360%;0.000%;0.000%;0.000%;2293063.0;63.986%;2198730.0;1650510.0;427170.0;0.0;0.0;33.215%;286.382%;0.000%;0.000%;0.000%;4276410.0;48.382%;Russia;SG + B;2447656.0;1658517.0;465100.0;0.0;0.0;47.581%;256.594%;0.000%;0.000%;0.000%;4571273.0;0.699%;5032590.0;3403830.0;928710.0;0.0;0.0;47.851%;266.512%;0.000%;0.000%;0.000%;9365130.0;0.100%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GD;REPA;87318.0;205571.0;248549.0;236443.0;203278.0;-57.524%;-17.292%;5.120%;16.315%;-15.549%;981159.0;0.111%;1358880.0;4037100.0;4991400.0;4733160.0;3954360.0;-66.340%;-19.119%;5.456%;19.695%;-19.235%;19074900.0;0.159%;Russia;GD;87318.0;205571.0;248549.0;236443.0;203278.0;-57.524%;-17.292%;5.120%;16.315%;-15.549%;981159.0;0.150%;1358880.0;4037100.0;4991400.0;4733160.0;3954360.0;-66.340%;-19.119%;5.456%;19.695%;-19.235%;19074900.0;0.203%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GT;PIOG;1442.0;95.0;172.0;54.0;19.0;1417.895%;-44.767%;218.519%;184.211%;137.707%;1782.0;50.162%;6720.0;660.0;1110.0;630.0;330.0;918.182%;-40.541%;76.190%;90.909%;82.714%;9450.0;45.663%;Russia;GT;1442.0;112.0;172.0;54.0;19.0;1187.500%;-34.884%;218.519%;184.211%;137.707%;1799.0;0.000%;6720.0;744.0;1110.0;630.0;330.0;803.226%;-32.973%;76.190%;90.909%;82.714%;9534.0;0.000%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GT;ROSI;0.0;17.0;0.0;0.0;0.0;-100.000%;0.000%;0.000%;0.000%;0.000%;17.0;1.074%;0.0;84.0;0.0;0.0;0.0;-100.000%;0.000%;0.000%;0.000%;0.000%;84.0;1.227%;Russia;GT;1442.0;112.0;172.0;54.0;19.0;1187.500%;-34.884%;218.519%;184.211%;137.707%;1799.0;0.000%;6720.0;744.0;1110.0;630.0;330.0;803.226%;-32.973%;76.190%;90.909%;82.714%;9534.0;0.000%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;IAG;ACAR;28.0;620.0;29956.0;49677.0;58389.0;-95.484%;-97.930%;-39.698%;-14.921%;-78.315%;138670.0;100.000%;450.0;4230.0;217350.0;291780.0;392760.0;-89.362%;-98.054%;-25.509%;-25.710%;-74.188%;906570.0;100.000%;Russia;IAG;28.0;620.0;29956.0;49677.0;58389.0;-95.484%;-97.930%;-39.698%;-14.921%;-78.315%;138670.0;0.021%;450.0;4230.0;217350.0;291780.0;392760.0;-89.362%;-98.054%;-25.509%;-25.710%;-74.188%;906570.0;0.010%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Russia;GT + B;ME+ ROSI;0.0;0.0;40.0;81.0;264.0;0.000%;-100.000%;-50.617%;-69.318%;-100.000%;385.0;15.020%;0.0;0.0;224.0;504.0;1176.0;0.000%;-100.000%;-55.556%;-57.143%;-100.000%;1904.0;5.151%;Russia;GT + B;0.0;0.0;40.0;81.0;264.0;0.000%;-100.000%;-50.617%;-69.318%;-100.000%;385.0;0.000%;0.0;0.0;224.0;504.0;1176.0;0.000%;-100.000%;-55.556%;-57.143%;-100.000%;1904.0;0.000%;Russia;163166375.0;152233196.0;132949650.0;114094396.0;91143277.0;7.182%;14.504%;16.526%;25.181%;12.352%;2093384181.0;2041817516.0;1925253333.0;1785753565.0;1552528134.0;2.526%;6.054%;7.812%;15.022%;6.160%
Egypt;X + B;ME+ VILD;29530286.0;28322164.0;20873850.0;14818180.0;9969388.0;4.266%;35.683%;40.866%;48.637%;24.257%;103513868.0;63.821%;209830173.0;200487327.0;139381707.0;96017175.0;80073975.0;4.660%;43.840%;45.163%;19.911%;21.248%;725790357.0;70.530%;Egypt;X + B;43455442.0;42508893.0;34081253.0;24609981.0;17538388.0;2.227%;24.728%;38.485%;40.321%;19.898%;162193957.0;32.281%;279263295.0;271386357.0;205239327.0;144565203.0;128593665.0;2.902%;32.229%;41.970%;12.420%;16.777%;1029047847.0;14.550%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
Egypt;X + B;ME+ SITA;13140740.0;13285738.0;12072702.0;8881734.0;6755198.0;-1.091%;10.048%;35.927%;31.480%;14.234%;54136112.0;33.377%;64042152.0;64748820.0;58836993.0;43285647.0;44602080.0;-1.091%;10.048%;35.927%;-2.952%;7.503%;275515692.0;26.774%;Egypt;X + B;43455442.0;42508893.0;34081253.0;24609981.0;17538388.0;2.227%;24.728%;38.485%;40.321%;19.898%;162193957.0;32.281%;279263295.0;271386357.0;205239327.0;144565203.0;128593665.0;2.902%;32.229%;41.970%;12.420%;16.777%;1029047847.0;14.550%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
Egypt;X + B;ME+ ALOG;573155.0;632381.0;533881.0;329717.0;89841.0;-9.366%;18.450%;61.921%;267.001%;44.864%;2158975.0;100.000%;4700820.0;5181780.0;4371237.0;2699361.0;737250.0;-9.282%;18.543%;61.936%;266.139%;44.848%;17690448.0;100.000%;Egypt;X + B;43455442.0;42508893.0;34081253.0;24609981.0;17538388.0;2.227%;24.728%;38.485%;40.321%;19.898%;162193957.0;32.281%;279263295.0;271386357.0;205239327.0;144565203.0;128593665.0;2.902%;32.229%;41.970%;12.420%;16.777%;1029047847.0;14.550%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
Egypt;X + B;ME+ SAXA;195454.0;265372.0;600820.0;580350.0;723961.0;-26.347%;-55.832%;3.527%;-19.837%;-23.040%;2365957.0;33.715%;582150.0;946140.0;2649390.0;2563020.0;3180360.0;-38.471%;-64.288%;3.370%;-19.411%;-28.795%;9921060.0;43.395%;Egypt;X + B;43455442.0;42508893.0;34081253.0;24609981.0;17538388.0;2.227%;24.728%;38.485%;40.321%;19.898%;162193957.0;32.281%;279263295.0;271386357.0;205239327.0;144565203.0;128593665.0;2.902%;32.229%;41.970%;12.420%;16.777%;1029047847.0;14.550%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
Egypt;X + B;ME+ LINA;15807.0;3238.0;0.0;0.0;0.0;388.172%;0.000%;0.000%;0.000%;0.000%;19045.0;1.026%;108000.0;22290.0;0.0;0.0;0.0;384.522%;0.000%;0.000%;0.000%;0.000%;130290.0;0.974%;Egypt;X + B;43455442.0;42508893.0;34081253.0;24609981.0;17538388.0;2.227%;24.728%;38.485%;40.321%;19.898%;162193957.0;32.281%;279263295.0;271386357.0;205239327.0;144565203.0;128593665.0;2.902%;32.229%;41.970%;12.420%;16.777%;1029047847.0;14.550%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
Egypt;SL;GLIC;12606776.0;13505126.0;13198096.0;12266992.0;9435519.0;-6.652%;2.326%;7.590%;30.009%;5.966%;61012509.0;1.331%;226415994.0;244484370.0;247127499.0;233612211.0;245826987.0;-7.390%;-1.070%;5.785%;-4.969%;-1.632%;1197467061.0;1.719%;Egypt;SL;28148082.0;28935166.0;28508176.0;25389658.0;23007371.0;-2.720%;1.498%;12.283%;10.354%;4.116%;133988453.0;26.668%;538886472.0;562209915.0;566348091.0;505699197.0;535543857.0;-4.149%;-0.731%;11.993%;-5.573%;0.125%;2708687532.0;38.300%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
Egypt;SL;GLIM;11315383.0;11678434.0;12066756.0;11105056.0;12049858.0;-3.109%;-3.218%;8.660%;-7.841%;-1.250%;58215487.0;1.459%;229608069.0;235642917.0;243289611.0;220043922.0;243148395.0;-2.561%;-3.143%;10.564%;-9.502%;-1.139%;1171732914.0;0.964%;Egypt;SL;28148082.0;28935166.0;28508176.0;25389658.0;23007371.0;-2.720%;1.498%;12.283%;10.354%;4.116%;133988453.0;26.668%;538886472.0;562209915.0;566348091.0;505699197.0;535543857.0;-4.149%;-0.731%;11.993%;-5.573%;0.125%;2708687532.0;38.300%;Egypt;126795190.0;121425288.0;106880533.0;81646442.0;65693265.0;4.422%;13.608%;30.907%;24.284%;14.056%;1514823282.0;1528003146.0;1492703511.0;1247187882.0;1289651685.0;-0.863%;2.365%;19.686%;-3.293%;3.271%
